local,visitante,BP_LOCAL,BP_VISITA,peso_anio,peso_nivel,peso_fase,peso_ronda,LocalSuma,VisitaSuma
CEDEM,UNLAM A,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ESTUDIANTIL PORTEÑO B,DEFENSORES DE HURLINGHAM VERDE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
CEDEM,CLARIDAD,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ESTUDIANTIL PORTEÑO B,UNLAM A,750.0,250.0,0.25,1.0,1,1,187.5,62.5
DEP. MORON BLANCO,DEFENSORES DE HURLINGHAM VERDE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
CLARIDAD,DEFENSORES DE HURLINGHAM VERDE,750.0,250.0,0.25,1.0,1,1,187.5,62.5
UNLAM A,DEP. MORON BLANCO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
CEDEM,ESTUDIANTIL PORTEÑO B,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ESTUDIANTIL PORTEÑO B,CLARIDAD,300.0,700.0,0.25,1.0,1,1,75.0,175.0
DEP. MORON BLANCO,CEDEM,350.0,650.0,0.25,1.0,1,1,87.5,162.5
DEFENSORES DE HURLINGHAM VERDE,UNLAM A,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CLARIDAD,UNLAM A,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CEDEM,DEFENSORES DE HURLINGHAM VERDE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
ESTUDIANTIL PORTEÑO B,DEP. MORON BLANCO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
DEP. MORON BLANCO,CLARIDAD,250.0,750.0,0.25,1.0,1,1,62.5,187.5
DEFENSORES DE HURLINGHAM VERDE,ESTUDIANTIL PORTEÑO B,300.0,700.0,0.25,1.0,1,1,75.0,175.0
UNLAM A,CEDEM,250.0,750.0,0.25,1.0,1,1,62.5,187.5
MIDLAND,LEANDRO N ALEM,350.0,650.0,0.25,1.0,1,1,87.5,162.5
LOS INDIOS DE MORENO BLANCO,C.A.S.A PADUA B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
UNITARIOS DE MARCOS PAZ,EL PALOMAR,700.0,300.0,0.25,1.0,1,1,175.0,75.0
UNITARIOS DE MARCOS PAZ,MIDLAND,0.0,0.0,0.25,1.0,1,1,0.0,0.0
EL PALOMAR,LOS INDIOS DE MORENO BLANCO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
C.A.S.A PADUA B,LEANDRO N ALEM,0.0,700.0,0.25,1.0,1,1,0.0,175.0
MIDLAND,C.A.S.A PADUA B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
LEANDRO N ALEM,EL PALOMAR,650.0,350.0,0.25,1.0,1,1,162.5,87.5
LOS INDIOS DE MORENO BLANCO,UNITARIOS DE MARCOS PAZ,700.0,0.0,0.25,1.0,1,1,175.0,0.0
LOS INDIOS DE MORENO BLANCO,MIDLAND,700.0,300.0,0.25,1.0,1,1,175.0,75.0
UNITARIOS DE MARCOS PAZ,LEANDRO N ALEM,350.0,650.0,0.25,1.0,1,1,87.5,162.5
EL PALOMAR,C.A.S.A PADUA B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
MIDLAND,EL PALOMAR,250.0,750.0,0.25,1.0,1,1,62.5,187.5
C.A.S.A PADUA B,UNITARIOS DE MARCOS PAZ,250.0,750.0,0.25,1.0,1,1,62.5,187.5
LEANDRO N ALEM,LOS INDIOS DE MORENO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
C.A.S.A PADUA B,LOS INDIOS DE MORENO BLANCO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
EL PALOMAR,UNITARIOS DE MARCOS PAZ,300.0,700.0,0.25,1.0,1,1,75.0,175.0
LEANDRO N ALEM,MIDLAND,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MIDLAND,UNITARIOS DE MARCOS PAZ,250.0,750.0,0.25,1.0,1,1,62.5,187.5
LOS INDIOS DE MORENO BLANCO,EL PALOMAR,300.0,700.0,0.25,1.0,1,1,75.0,175.0
LEANDRO N ALEM,C.A.S.A PADUA B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
C.A.S.A PADUA B,MIDLAND,300.0,700.0,0.25,1.0,1,1,75.0,175.0
EL PALOMAR,LEANDRO N ALEM,300.0,700.0,0.25,1.0,1,1,75.0,175.0
UNITARIOS DE MARCOS PAZ,LOS INDIOS DE MORENO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MIDLAND,LOS INDIOS DE MORENO BLANCO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
LEANDRO N ALEM,UNITARIOS DE MARCOS PAZ,300.0,700.0,0.25,1.0,1,1,75.0,175.0
C.A.S.A PADUA B,EL PALOMAR,250.0,750.0,0.25,1.0,1,1,62.5,187.5
EL PALOMAR,MIDLAND,750.0,250.0,0.25,1.0,1,1,187.5,62.5
UNITARIOS DE MARCOS PAZ,C.A.S.A PADUA B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
LOS INDIOS DE MORENO BLANCO,LEANDRO N ALEM,250.0,750.0,0.25,1.0,1,1,62.5,187.5
DEFENSORES DE MORENO,MORON B,300.0,700.0,0.25,1.0,1,1,75.0,175.0
HURACAN DE SAN JUSTO BLANCO,ALTUBE,300.0,700.0,0.25,1.0,1,1,75.0,175.0
RAMOS MEJIA LTC B,ALTE. BROWN,0.0,700.0,0.25,1.0,1,1,0.0,175.0
RAMOS MEJIA LTC B,DEFENSORES DE MORENO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
ALTE. BROWN,HURACAN DE SAN JUSTO BLANCO,700.0,0.0,0.25,1.0,1,1,175.0,0.0
ALTUBE,MORON B,0.0,0.0,0.25,1.0,1,1,0.0,0.0
DEFENSORES DE MORENO,ALTUBE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
MORON B,ALTE. BROWN,300.0,700.0,0.25,1.0,1,1,75.0,175.0
HURACAN DE SAN JUSTO BLANCO,RAMOS MEJIA LTC B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
HURACAN DE SAN JUSTO BLANCO,DEFENSORES DE MORENO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
RAMOS MEJIA LTC B,MORON B,0.0,700.0,0.25,1.0,1,1,0.0,175.0
ALTUBE,ALTE. BROWN,250.0,750.0,0.25,1.0,1,1,62.5,187.5
DEFENSORES DE MORENO,ALTE. BROWN,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ALTUBE,RAMOS MEJIA LTC B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MORON B,HURACAN DE SAN JUSTO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MORON B,DEFENSORES DE MORENO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
ALTUBE,HURACAN DE SAN JUSTO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ALTE. BROWN,RAMOS MEJIA LTC B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
DEFENSORES DE MORENO,RAMOS MEJIA LTC B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
HURACAN DE SAN JUSTO BLANCO,ALTE. BROWN,250.0,750.0,0.25,1.0,1,1,62.5,187.5
MORON B,ALTUBE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
ALTUBE,DEFENSORES DE MORENO,700.0,0.0,0.25,1.0,1,1,175.0,0.0
ALTE. BROWN,MORON B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
RAMOS MEJIA LTC B,HURACAN DE SAN JUSTO BLANCO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
DEFENSORES DE MORENO,HURACAN DE SAN JUSTO BLANCO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
MORON B,RAMOS MEJIA LTC B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ALTE. BROWN,ALTUBE,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ALTE. BROWN,DEFENSORES DE MORENO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
RAMOS MEJIA LTC B,ALTUBE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
HURACAN DE SAN JUSTO BLANCO,MORON B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
SITAS,ITALIANO DE JOSE C PAZ,350.0,650.0,0.25,1.0,1,1,87.5,162.5
ARGENTINO DE CASTELAR CENTRO,Club GEI BLANCO,0.0,0.0,0.25,1.0,1,1,0.0,0.0
ARGENTINO DE CASTELAR CENTRO,SITAS,0.0,0.0,0.25,1.0,1,1,0.0,0.0
Club GEI BLANCO,CENTRO ESPAÑOL,700.0,0.0,0.25,1.0,1,1,175.0,0.0
DEFENSORES DE SANTOS LUGARES,ITALIANO DE JOSE C PAZ,0.0,0.0,0.25,1.0,1,1,0.0,0.0
SITAS,DEFENSORES DE SANTOS LUGARES,700.0,0.0,0.25,1.0,1,1,175.0,0.0
ITALIANO DE JOSE C PAZ,Club GEI BLANCO,0.0,0.0,0.25,1.0,1,1,0.0,0.0
CENTRO ESPAÑOL,ARGENTINO DE CASTELAR CENTRO,0.0,0.0,0.25,1.0,1,1,0.0,0.0
CENTRO ESPAÑOL,SITAS,0.0,700.0,0.25,1.0,1,1,0.0,175.0
ARGENTINO DE CASTELAR CENTRO,ITALIANO DE JOSE C PAZ,0.0,700.0,0.25,1.0,1,1,0.0,175.0
Club GEI BLANCO,DEFENSORES DE SANTOS LUGARES,0.0,0.0,0.25,1.0,1,1,0.0,0.0
SITAS,Club GEI BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
DEFENSORES DE SANTOS LUGARES,ARGENTINO DE CASTELAR CENTRO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ITALIANO DE JOSE C PAZ,CENTRO ESPAÑOL,0.0,0.0,0.25,1.0,1,1,0.0,0.0
ITALIANO DE JOSE C PAZ,SITAS,650.0,350.0,0.25,1.0,1,1,162.5,87.5
DEFENSORES DE SANTOS LUGARES,CENTRO ESPAÑOL,0.0,0.0,0.25,1.0,1,1,0.0,0.0
Club GEI BLANCO,ARGENTINO DE CASTELAR CENTRO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
SITAS,ARGENTINO DE CASTELAR CENTRO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CENTRO ESPAÑOL,Club GEI BLANCO,0.0,0.0,0.25,1.0,1,1,0.0,0.0
ITALIANO DE JOSE C PAZ,DEFENSORES DE SANTOS LUGARES,700.0,0.0,0.25,1.0,1,1,175.0,0.0
DEFENSORES DE SANTOS LUGARES,SITAS,700.0,0.0,0.25,1.0,1,1,175.0,0.0
Club GEI BLANCO,ITALIANO DE JOSE C PAZ,0.0,700.0,0.25,1.0,1,1,0.0,175.0
ARGENTINO DE CASTELAR CENTRO,CENTRO ESPAÑOL,700.0,0.0,0.25,1.0,1,1,175.0,0.0
SITAS,CENTRO ESPAÑOL,650.0,350.0,0.25,1.0,1,1,162.5,87.5
ITALIANO DE JOSE C PAZ,ARGENTINO DE CASTELAR CENTRO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
DEFENSORES DE SANTOS LUGARES,Club GEI BLANCO,0.0,0.0,0.25,1.0,1,1,0.0,0.0
ARGENTINO DE CASTELAR CENTRO,DEFENSORES DE SANTOS LUGARES,300.0,700.0,0.25,1.0,1,1,75.0,175.0
CENTRO ESPAÑOL,ITALIANO DE JOSE C PAZ,250.0,750.0,0.25,1.0,1,1,62.5,187.5
BANCO NACIÓN,CLUB TRES DE FEBRERO BLANCO,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CAZA Y PESCA A,RIVER PLATE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
U.V.V.ADELINA,SAN FERNANDO AZUL,750.0,250.0,0.25,1.25,1,1,234.375,78.125
U.V.V.ADELINA,BANCO NACIÓN,700.0,0.0,0.25,1.25,1,1,218.75,0.0
SAN FERNANDO AZUL,CAZA Y PESCA A,750.0,250.0,0.25,1.25,1,1,234.375,78.125
RIVER PLATE,CLUB TRES DE FEBRERO BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
BANCO NACIÓN,RIVER PLATE,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CLUB TRES DE FEBRERO BLANCO,SAN FERNANDO AZUL,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CAZA Y PESCA A,U.V.V.ADELINA,750.0,250.0,0.25,1.25,1,1,234.375,78.125
CAZA Y PESCA A,BANCO NACIÓN,750.0,250.0,0.25,1.25,1,1,234.375,78.125
U.V.V.ADELINA,CLUB TRES DE FEBRERO BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
SAN FERNANDO AZUL,RIVER PLATE,250.0,750.0,0.25,1.25,1,1,78.125,234.375
BANCO NACIÓN,SAN FERNANDO AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
RIVER PLATE,U.V.V.ADELINA,350.0,650.0,0.25,1.25,1,1,109.375,203.125
CLUB TRES DE FEBRERO BLANCO,CAZA Y PESCA A,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CLUB TRES DE FEBRERO BLANCO,BANCO NACIÓN,750.0,250.0,0.25,1.25,1,1,234.375,78.125
RIVER PLATE,CAZA Y PESCA A,350.0,650.0,0.25,1.25,1,1,109.375,203.125
SAN FERNANDO AZUL,U.V.V.ADELINA,650.0,350.0,0.25,1.25,1,1,203.125,109.375
BANCO NACIÓN,U.V.V.ADELINA,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CAZA Y PESCA A,SAN FERNANDO AZUL,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CLUB TRES DE FEBRERO BLANCO,RIVER PLATE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
RIVER PLATE,BANCO NACIÓN,700.0,0.0,0.25,1.25,1,1,218.75,0.0
SAN FERNANDO AZUL,CLUB TRES DE FEBRERO BLANCO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
U.V.V.ADELINA,CAZA Y PESCA A,350.0,650.0,0.25,1.25,1,1,109.375,203.125
BANCO NACIÓN,CAZA Y PESCA A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CLUB TRES DE FEBRERO BLANCO,U.V.V.ADELINA,650.0,350.0,0.25,1.25,1,1,203.125,109.375
RIVER PLATE,SAN FERNANDO AZUL,650.0,350.0,0.25,1.25,1,1,203.125,109.375
SAN FERNANDO AZUL,BANCO NACIÓN,750.0,250.0,0.25,1.25,1,1,234.375,78.125
U.V.V.ADELINA,RIVER PLATE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CAZA Y PESCA A,CLUB TRES DE FEBRERO BLANCO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
ATLETICO BOULOGNE,UNION VECINAL DE MUNRO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
OBRAS NORTE,CIUDAD DE BUENOS AIRES A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
NAUTICO HACOAJ BLANCO,DEPORTIVO SAN ANDRES,300.0,700.0,0.25,1.25,1,1,93.75,218.75
NAUTICO HACOAJ BLANCO,ATLETICO BOULOGNE,250.0,750.0,0.25,1.25,1,1,78.125,234.375
DEPORTIVO SAN ANDRES,OBRAS NORTE,750.0,250.0,0.25,1.25,1,1,234.375,78.125
CIUDAD DE BUENOS AIRES A,UNION VECINAL DE MUNRO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
ATLETICO BOULOGNE,CIUDAD DE BUENOS AIRES A,700.0,300.0,0.25,1.25,1,1,218.75,93.75
UNION VECINAL DE MUNRO,DEPORTIVO SAN ANDRES,650.0,350.0,0.25,1.25,1,1,203.125,109.375
OBRAS NORTE,NAUTICO HACOAJ BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
OBRAS NORTE,ATLETICO BOULOGNE,350.0,650.0,0.25,1.25,1,1,109.375,203.125
NAUTICO HACOAJ BLANCO,UNION VECINAL DE MUNRO,250.0,750.0,0.25,1.25,1,1,78.125,234.375
DEPORTIVO SAN ANDRES,CIUDAD DE BUENOS AIRES A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
ATLETICO BOULOGNE,DEPORTIVO SAN ANDRES,700.0,300.0,0.25,1.25,1,1,218.75,93.75
CIUDAD DE BUENOS AIRES A,NAUTICO HACOAJ BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
UNION VECINAL DE MUNRO,OBRAS NORTE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
UNION VECINAL DE MUNRO,ATLETICO BOULOGNE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CIUDAD DE BUENOS AIRES A,OBRAS NORTE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
DEPORTIVO SAN ANDRES,NAUTICO HACOAJ BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
ATLETICO BOULOGNE,NAUTICO HACOAJ BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
OBRAS NORTE,DEPORTIVO SAN ANDRES,750.0,250.0,0.25,1.25,1,1,234.375,78.125
UNION VECINAL DE MUNRO,CIUDAD DE BUENOS AIRES A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CIUDAD DE BUENOS AIRES A,ATLETICO BOULOGNE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
DEPORTIVO SAN ANDRES,UNION VECINAL DE MUNRO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
NAUTICO HACOAJ BLANCO,OBRAS NORTE,300.0,700.0,0.25,1.25,1,1,93.75,218.75
ATLETICO BOULOGNE,OBRAS NORTE,750.0,250.0,0.25,1.25,1,1,234.375,78.125
UNION VECINAL DE MUNRO,NAUTICO HACOAJ BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
CIUDAD DE BUENOS AIRES A,DEPORTIVO SAN ANDRES,750.0,250.0,0.25,1.25,1,1,234.375,78.125
DEPORTIVO SAN ANDRES,ATLETICO BOULOGNE,350.0,650.0,0.25,1.25,1,1,109.375,203.125
NAUTICO HACOAJ BLANCO,CIUDAD DE BUENOS AIRES A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
OBRAS NORTE,UNION VECINAL DE MUNRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
PLATENSE MARRON,HARRODS GATH Y CHAVES,700.0,300.0,0.25,1.0,1,1,175.0,75.0
LAS HERAS A,BANCO PROVINCIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
SOCIAL BECCAR,HEBRAICA,300.0,700.0,0.25,1.0,1,1,75.0,175.0
SOCIAL BECCAR,PLATENSE MARRON,0.0,700.0,0.25,1.0,1,1,0.0,175.0
HEBRAICA,LAS HERAS A,700.0,0.0,0.25,1.0,1,1,175.0,0.0
BANCO PROVINCIA,HARRODS GATH Y CHAVES,300.0,700.0,0.25,1.0,1,1,75.0,175.0
PLATENSE MARRON,BANCO PROVINCIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
HARRODS GATH Y CHAVES,HEBRAICA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
LAS HERAS A,SOCIAL BECCAR,700.0,0.0,0.25,1.0,1,1,175.0,0.0
LAS HERAS A,PLATENSE MARRON,300.0,700.0,0.25,1.0,1,1,75.0,175.0
SOCIAL BECCAR,HARRODS GATH Y CHAVES,350.0,650.0,0.25,1.0,1,1,87.5,162.5
HEBRAICA,BANCO PROVINCIA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
PLATENSE MARRON,HEBRAICA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
BANCO PROVINCIA,SOCIAL BECCAR,350.0,650.0,0.25,1.0,1,1,87.5,162.5
HARRODS GATH Y CHAVES,LAS HERAS A,650.0,350.0,0.25,1.0,1,1,162.5,87.5
HARRODS GATH Y CHAVES,PLATENSE MARRON,300.0,700.0,0.25,1.0,1,1,75.0,175.0
BANCO PROVINCIA,LAS HERAS A,250.0,750.0,0.25,1.0,1,1,62.5,187.5
HEBRAICA,SOCIAL BECCAR,700.0,300.0,0.25,1.0,1,1,175.0,75.0
PLATENSE MARRON,SOCIAL BECCAR,650.0,350.0,0.25,1.0,1,1,162.5,87.5
LAS HERAS A,HEBRAICA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
HARRODS GATH Y CHAVES,BANCO PROVINCIA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
BANCO PROVINCIA,PLATENSE MARRON,300.0,700.0,0.25,1.0,1,1,75.0,175.0
SOCIAL BECCAR,LAS HERAS A,350.0,650.0,0.25,1.0,1,1,87.5,162.5
HEBRAICA,HARRODS GATH Y CHAVES,700.0,300.0,0.25,1.0,1,1,175.0,75.0
PLATENSE MARRON,LAS HERAS A,650.0,350.0,0.25,1.0,1,1,162.5,87.5
HARRODS GATH Y CHAVES,SOCIAL BECCAR,250.0,750.0,0.25,1.0,1,1,62.5,187.5
BANCO PROVINCIA,HEBRAICA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
HEBRAICA,PLATENSE MARRON,700.0,300.0,0.25,1.0,1,1,175.0,75.0
SOCIAL BECCAR,BANCO PROVINCIA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
LAS HERAS A,HARRODS GATH Y CHAVES,650.0,350.0,0.25,1.0,1,1,162.5,87.5
SPORTIVO VILLA BALLESTER,BANADE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
VICTORIA,NAUTICO BUCHARDO A,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CENTRO GALICIA,UNION FLORIDA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
CENTRO GALICIA,BANADE,300.0,700.0,0.25,1.0,1,1,75.0,175.0
UNION FLORIDA,VICTORIA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
NAUTICO BUCHARDO A,SPORTIVO VILLA BALLESTER,0.0,700.0,0.25,1.0,1,1,0.0,175.0
BANADE,NAUTICO BUCHARDO A,700.0,0.0,0.25,1.0,1,1,175.0,0.0
SPORTIVO VILLA BALLESTER,UNION FLORIDA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
VICTORIA,CENTRO GALICIA,650.0,350.0,0.25,1.0,1,1,162.5,87.5
VICTORIA,BANADE,650.0,350.0,0.25,1.0,1,1,162.5,87.5
CENTRO GALICIA,SPORTIVO VILLA BALLESTER,700.0,300.0,0.25,1.0,1,1,175.0,75.0
UNION FLORIDA,NAUTICO BUCHARDO A,300.0,700.0,0.25,1.0,1,1,75.0,175.0
BANADE,UNION FLORIDA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
NAUTICO BUCHARDO A,CENTRO GALICIA,650.0,350.0,0.25,1.0,1,1,162.5,87.5
SPORTIVO VILLA BALLESTER,VICTORIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
BANADE,SPORTIVO VILLA BALLESTER,700.0,300.0,0.25,1.0,1,1,175.0,75.0
NAUTICO BUCHARDO A,VICTORIA,650.0,350.0,0.25,1.0,1,1,162.5,87.5
UNION FLORIDA,CENTRO GALICIA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
BANADE,CENTRO GALICIA,650.0,350.0,0.25,1.0,1,1,162.5,87.5
VICTORIA,UNION FLORIDA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
SPORTIVO VILLA BALLESTER,NAUTICO BUCHARDO A,700.0,0.0,0.25,1.0,1,1,175.0,0.0
NAUTICO BUCHARDO A,BANADE,650.0,350.0,0.25,1.0,1,1,162.5,87.5
UNION FLORIDA,SPORTIVO VILLA BALLESTER,250.0,750.0,0.25,1.0,1,1,62.5,187.5
CENTRO GALICIA,VICTORIA,0.0,700.0,0.25,1.0,1,1,0.0,175.0
BANADE,VICTORIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
SPORTIVO VILLA BALLESTER,CENTRO GALICIA,650.0,350.0,0.25,1.0,1,1,162.5,87.5
NAUTICO BUCHARDO A,UNION FLORIDA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
UNION FLORIDA,BANADE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
CENTRO GALICIA,NAUTICO BUCHARDO A,700.0,0.0,0.25,1.0,1,1,175.0,0.0
VICTORIA,SPORTIVO VILLA BALLESTER,300.0,700.0,0.25,1.0,1,1,75.0,175.0
CIRCULO URQUIZA AZUL,TELEFONOS,700.0,0.0,0.25,1.0,1,1,175.0,0.0
UNIVERSIDAD DE BUENOS AIRES,LAS HERAS B,0.0,700.0,0.25,1.0,1,1,0.0,175.0
CLUB 12 DE OCTUBRE,COOPERATIVA TORTUGUITAS,350.0,650.0,0.25,1.0,1,1,87.5,162.5
CLUB 12 DE OCTUBRE,CIRCULO URQUIZA AZUL,700.0,0.0,0.25,1.0,1,1,175.0,0.0
LAS HERAS B,TELEFONOS,700.0,0.0,0.25,1.0,1,1,175.0,0.0
COOPERATIVA TORTUGUITAS,UNIVERSIDAD DE BUENOS AIRES,0.0,700.0,0.25,1.0,1,1,0.0,175.0
CIRCULO URQUIZA AZUL,LAS HERAS B,0.0,0.0,0.25,1.0,1,1,0.0,0.0
TELEFONOS,COOPERATIVA TORTUGUITAS,0.0,0.0,0.25,1.0,1,1,0.0,0.0
UNIVERSIDAD DE BUENOS AIRES,CLUB 12 DE OCTUBRE,0.0,700.0,0.25,1.0,1,1,0.0,175.0
UNIVERSIDAD DE BUENOS AIRES,CIRCULO URQUIZA AZUL,0.0,0.0,0.25,1.0,1,1,0.0,0.0
CLUB 12 DE OCTUBRE,TELEFONOS,250.0,750.0,0.25,1.0,1,1,62.5,187.5
COOPERATIVA TORTUGUITAS,LAS HERAS B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CIRCULO URQUIZA AZUL,COOPERATIVA TORTUGUITAS,0.0,0.0,0.25,1.0,1,1,0.0,0.0
LAS HERAS B,CLUB 12 DE OCTUBRE,650.0,350.0,0.25,1.0,1,1,162.5,87.5
TELEFONOS,UNIVERSIDAD DE BUENOS AIRES,700.0,0.0,0.25,1.0,1,1,175.0,0.0
TELEFONOS,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,1,187.5,62.5
LAS HERAS B,UNIVERSIDAD DE BUENOS AIRES,350.0,650.0,0.25,1.0,1,1,87.5,162.5
COOPERATIVA TORTUGUITAS,CLUB 12 DE OCTUBRE,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CIRCULO URQUIZA AZUL,CLUB 12 DE OCTUBRE,700.0,0.0,0.25,1.0,1,1,175.0,0.0
UNIVERSIDAD DE BUENOS AIRES,COOPERATIVA TORTUGUITAS,250.0,750.0,0.25,1.0,1,1,62.5,187.5
TELEFONOS,LAS HERAS B,650.0,350.0,0.25,1.0,1,1,162.5,87.5
LAS HERAS B,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,1,187.5,62.5
COOPERATIVA TORTUGUITAS,TELEFONOS,0.0,0.0,0.25,1.0,1,1,0.0,0.0
CLUB 12 DE OCTUBRE,UNIVERSIDAD DE BUENOS AIRES,700.0,0.0,0.25,1.0,1,1,175.0,0.0
CIRCULO URQUIZA AZUL,UNIVERSIDAD DE BUENOS AIRES,250.0,750.0,0.25,1.0,1,1,62.5,187.5
TELEFONOS,CLUB 12 DE OCTUBRE,700.0,300.0,0.25,1.0,1,1,175.0,75.0
LAS HERAS B,COOPERATIVA TORTUGUITAS,250.0,750.0,0.25,1.0,1,1,62.5,187.5
COOPERATIVA TORTUGUITAS,CIRCULO URQUIZA AZUL,750.0,250.0,0.25,1.0,1,1,187.5,62.5
CLUB 12 DE OCTUBRE,LAS HERAS B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
UNIVERSIDAD DE BUENOS AIRES,TELEFONOS,300.0,700.0,0.25,1.0,1,1,75.0,175.0
